customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,AvgMonthlySpend,CustomerLifetimeValue,ServiceCount,IsFamilyCustomer,IsDigitalCustomer,ContractRiskScore,TenureBucket,cluster,segment
C1000127,Female,1,Yes,No,22,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),60.71,1316.49,No,59.84,1335.62,4,1,1,1,7-24m,2,Budget Customers
C1000128,Female,0,Yes,Yes,49,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,87.45,4319.75,Yes,88.16,4285.05,4,1,0,3,49m+,4,Loyal Premium Customers
C1000129,Female,0,No,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,22.49,329.31,Yes,21.95,337.35,2,0,0,3,7-24m,0,Budget Customers
C1000130,Female,0,Yes,No,43,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,88.63,3818.82,No,88.81,3811.09,5,1,0,3,25-48m,4,Loyal Premium Customers
C1000131,Female,0,Yes,No,56,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Mailed check,85.78,4763.81,No,85.07,4803.68,3,1,0,2,49m+,3,Budget Customers
C1000132,Male,0,No,Yes,59,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Electronic check,73.63,4359.62,No,73.89,4344.17,3,1,1,1,49m+,3,Budget Customers
C1000133,Female,0,No,No,32,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),58.5,1917.96,No,59.94,1872.0,4,0,1,3,25-48m,1,High-Risk Customers
C1000134,Female,0,No,Yes,34,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),75.28,2567.63,No,75.52,2559.52,4,1,1,1,25-48m,2,Budget Customers
C1000135,Male,0,No,No,64,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,83.73,5396.37,No,84.32,5358.72,3,0,1,3,49m+,4,Loyal Premium Customers
C1000136,Female,1,Yes,No,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,18.13,686.88,No,17.61,707.07,2,1,0,2,25-48m,0,Budget Customers
C1000137,Male,0,Yes,No,25,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),57.29,1498.16,No,59.93,1432.25,3,1,1,3,25-48m,1,High-Risk Customers
C1000138,Male,0,No,No,20,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Mailed check,80.92,1616.05,No,80.8,1618.4,3,0,0,1,7-24m,2,Budget Customers
C1000139,Male,1,Yes,No,51,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),72.08,3647.34,Yes,71.52,3676.08,3,1,1,3,49m+,4,Loyal Premium Customers
C1000140,Female,1,No,No,51,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Credit card (automatic),75.06,3778.76,No,74.09,3828.06,3,0,0,2,49m+,3,Budget Customers
C1000141,Male,0,No,No,39,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),86.11,3378.84,Yes,86.64,3358.29,5,0,0,3,25-48m,4,Loyal Premium Customers
C1000142,Male,0,No,No,11,No,No phone service,DSL,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,56.93,661.15,No,60.1,626.23,2,0,1,2,7-24m,2,Budget Customers
C1000143,Male,0,No,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),19.95,166.91,No,15.17,219.45,2,0,1,2,7-24m,0,Budget Customers
C1000144,Female,0,No,No,17,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),80.01,1376.31,Yes,80.96,1360.17,4,0,0,3,7-24m,1,High-Risk Customers
C1000145,Female,0,No,Yes,0,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,54.03,0.0,No,0.0,0.0,3,1,1,3,0-6m,1,High-Risk Customers
C1000146,Male,0,Yes,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.72,722.37,Yes,20.64,690.2,1,1,1,3,25-48m,0,Budget Customers
C1000147,Male,0,No,No,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.0,517.73,No,17.26,540.0,2,0,1,3,25-48m,0,Budget Customers
C1000148,Female,0,Yes,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.0,524.54,No,18.73,504.0,1,1,0,3,25-48m,0,Budget Customers
C1000149,Male,0,No,No,68,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),82.92,5696.28,No,83.77,5638.56,4,0,0,1,49m+,3,Budget Customers
C1000150,Female,0,Yes,Yes,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),26.06,426.76,Yes,25.1,443.02,2,1,0,3,7-24m,0,Budget Customers
C1000151,Male,0,No,Yes,59,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,63.43,3715.67,No,62.98,3742.37,4,1,0,3,49m+,4,Loyal Premium Customers
C1000152,Female,0,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,26.12,423.42,No,30.24,365.68,1,0,0,3,7-24m,0,Budget Customers
C1000153,Male,1,Yes,No,44,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),92.58,4076.54,Yes,92.65,4073.52,7,1,0,3,25-48m,4,Loyal Premium Customers
C1000154,Male,0,No,No,62,No,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,83.85,5193.5,No,83.77,5198.7,3,0,1,1,49m+,3,Budget Customers
C1000155,Female,0,Yes,No,61,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),66.05,4009.28,No,65.73,4029.05,5,1,0,2,49m+,3,Budget Customers
C1000156,Male,0,Yes,Yes,43,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,75.38,3277.08,No,76.21,3241.34,1,1,1,3,25-48m,4,Loyal Premium Customers
C1000157,Female,0,Yes,No,15,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),89.46,1335.49,No,89.03,1341.9,4,1,1,2,7-24m,2,Budget Customers
C1000158,Female,0,Yes,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,22.7,607.58,No,22.5,612.9,1,1,0,3,25-48m,0,Budget Customers
C1000159,Female,0,No,No,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),23.67,694.87,No,23.16,710.1,2,0,0,3,25-48m,0,Budget Customers
C1000160,Female,0,No,Yes,61,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.86,1151.87,Yes,18.88,1150.46,0,1,0,3,49m+,0,Budget Customers
C1000161,Female,0,No,No,27,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,68.04,1847.67,No,68.43,1837.08,4,0,1,3,25-48m,1,High-Risk Customers
C1000162,Male,0,No,No,60,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,Bank transfer (automatic),83.06,5020.79,No,83.68,4983.6,5,0,0,2,49m+,3,Budget Customers
C1000163,Male,0,No,No,69,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,84.57,5800.16,No,84.06,5835.33,3,0,1,3,49m+,4,Loyal Premium Customers
C1000164,Male,0,No,No,8,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),83.76,657.69,No,82.21,670.08,5,0,1,3,7-24m,1,High-Risk Customers
C1000165,Female,1,No,Yes,68,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),70.57,4852.13,No,71.35,4798.76,6,1,0,3,49m+,4,Loyal Premium Customers
C1000166,Male,0,Yes,No,41,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Mailed check,98.08,4024.54,No,98.16,4021.28,7,1,0,2,25-48m,3,Budget Customers
C1000167,Male,0,No,Yes,43,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,69.61,3012.28,No,70.05,2993.23,3,1,1,3,25-48m,4,Loyal Premium Customers
C1000168,Male,0,No,No,22,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),64.3,1405.06,No,63.87,1414.6,3,0,0,3,7-24m,1,High-Risk Customers
C1000169,Male,0,Yes,No,24,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),56.6,1349.59,Yes,56.23,1358.4,3,1,0,3,7-24m,1,High-Risk Customers
C1000170,Male,0,Yes,Yes,39,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),64.28,2532.49,No,64.94,2506.92,4,1,1,3,25-48m,4,Loyal Premium Customers
C1000171,Male,0,Yes,No,14,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Mailed check,78.63,1091.74,No,77.98,1100.82,4,1,0,2,7-24m,2,Budget Customers
C1000172,Female,0,Yes,Yes,52,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,52.91,2771.81,No,53.3,2751.32,3,1,0,3,49m+,4,Loyal Premium Customers
C1000173,Female,0,No,No,48,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Mailed check,76.92,3723.85,No,77.58,3692.16,4,0,0,1,25-48m,3,Budget Customers
C1000174,Female,0,Yes,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.31,0.0,Yes,0.0,0.0,1,1,1,3,0-6m,0,Budget Customers
C1000175,Male,0,No,No,15,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,88.1,1323.75,Yes,88.25,1321.5,5,0,0,3,7-24m,1,High-Risk Customers
C1000176,Female,0,No,No,37,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),84.39,3120.52,No,84.34,3122.43,4,0,0,3,25-48m,4,Loyal Premium Customers
C1000177,Male,0,Yes,Yes,54,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,65.01,3527.21,No,65.32,3510.54,3,1,0,3,49m+,4,Loyal Premium Customers
C1000178,Female,1,No,No,21,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),82.98,1778.92,Yes,84.71,1742.58,4,0,1,2,7-24m,2,Budget Customers
C1000179,Female,0,No,Yes,64,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.21,4735.54,No,73.99,4749.44,3,1,1,3,49m+,4,Loyal Premium Customers
C1000180,Female,0,No,No,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.94,862.09,No,22.69,833.72,2,0,0,3,25-48m,0,Budget Customers
C1000181,Male,0,No,Yes,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.89,841.95,No,21.59,814.71,1,1,0,3,25-48m,0,Budget Customers
C1000182,Male,0,No,No,8,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),67.77,546.84,Yes,68.36,542.16,3,0,1,2,7-24m,2,Budget Customers
C1000183,Female,0,Yes,Yes,45,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),53.55,2418.0,No,53.73,2409.75,3,1,1,3,25-48m,4,Loyal Premium Customers
C1000184,Male,0,Yes,Yes,59,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),80.88,4766.06,No,80.78,4771.92,4,1,0,3,49m+,4,Loyal Premium Customers
C1000185,Male,0,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.0,245.54,No,16.37,270.0,1,1,1,1,7-24m,0,Budget Customers
C1000186,Male,0,Yes,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.62,826.0,No,21.18,804.18,1,1,0,2,25-48m,0,Budget Customers
C1000187,Male,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.0,9.25,Yes,9.25,0.0,1,0,1,3,0-6m,0,Budget Customers
C1000188,Male,1,Yes,No,15,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,62.5,946.24,No,63.08,937.5,5,1,0,3,7-24m,1,High-Risk Customers
C1000189,Male,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.29,139.09,Yes,27.82,101.45,1,0,1,3,0-6m,0,Budget Customers
C1000190,Female,1,Yes,Yes,56,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),57.2,3184.85,No,56.87,3203.2,5,1,1,3,49m+,4,Loyal Premium Customers
C1000191,Female,0,No,No,72,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,65.52,4709.5,No,65.41,4717.44,5,0,0,3,49m+,4,Loyal Premium Customers
C1000192,Female,1,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,No,Mailed check,75.95,80.32,No,40.16,151.9,2,0,0,2,0-6m,2,Budget Customers
C1000193,Male,0,No,No,51,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,57.18,2930.48,No,57.46,2916.18,2,0,0,3,49m+,4,Loyal Premium Customers
C1000194,Female,0,No,No,43,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Electronic check,85.4,3642.44,No,84.71,3672.2,3,0,0,1,25-48m,3,Budget Customers
C1000195,Male,0,Yes,No,51,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),65.83,3362.45,No,65.93,3357.33,4,1,1,3,49m+,4,Loyal Premium Customers
C1000196,Male,1,No,Yes,36,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,No,Electronic check,67.3,2374.9,No,65.97,2422.8,5,1,0,2,25-48m,2,Budget Customers
C1000197,Male,0,Yes,No,72,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,60.36,4350.3,No,60.42,4345.92,3,1,1,2,49m+,3,Budget Customers
C1000198,Male,0,No,Yes,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Mailed check,78.49,163.81,No,81.9,156.98,2,1,0,1,0-6m,2,Budget Customers
C1000199,Female,0,No,No,10,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),60.39,599.54,No,59.95,603.9,5,0,1,1,7-24m,2,Budget Customers
C1000200,Male,1,Yes,Yes,18,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Electronic check,77.16,1381.89,No,76.77,1388.88,4,1,0,1,7-24m,2,Budget Customers
C1000201,Female,0,Yes,No,57,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),74.56,4231.36,No,74.23,4249.92,3,1,0,3,49m+,4,Loyal Premium Customers
C1000202,Male,0,Yes,No,5,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),54.94,317.84,Yes,63.57,274.7,3,1,0,3,0-6m,1,High-Risk Customers
C1000203,Female,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,18.0,132.7,No,14.74,162.0,1,0,0,1,7-24m,0,Budget Customers
C1000204,Male,1,No,No,53,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,No,Electronic check,53.59,2892.16,No,54.57,2840.27,3,0,0,1,49m+,3,Budget Customers
C1000205,Male,0,Yes,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.0,532.15,No,17.74,540.0,1,1,1,1,25-48m,0,Budget Customers
C1000206,Female,0,Yes,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,18.0,962.87,No,18.88,918.0,2,1,0,2,49m+,0,Budget Customers
C1000207,Female,0,Yes,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),21.31,557.06,No,21.43,554.06,2,1,0,1,25-48m,0,Budget Customers
C1000208,Male,1,No,No,6,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),76.68,484.82,Yes,80.8,460.08,5,0,1,3,0-6m,1,High-Risk Customers
C1000209,Female,1,Yes,Yes,43,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),94.16,4015.05,No,93.37,4048.88,5,1,1,3,25-48m,4,Loyal Premium Customers
C1000210,Male,0,Yes,No,7,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),61.44,379.11,No,54.16,430.08,4,1,1,1,7-24m,2,Budget Customers
C1000211,Female,0,No,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.0,652.22,No,19.18,612.0,1,0,0,3,25-48m,0,Budget Customers
C1000212,Female,0,Yes,No,64,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,No,Credit card (automatic),54.54,3536.31,No,55.25,3490.56,3,1,0,1,49m+,3,Budget Customers
C1000213,Male,1,No,Yes,13,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.38,944.27,Yes,72.64,966.94,3,1,1,3,7-24m,1,High-Risk Customers
C1000214,Female,0,No,No,14,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),81.17,1190.1,No,85.01,1136.38,4,0,1,2,7-24m,2,Budget Customers
C1000215,Male,0,Yes,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.19,1266.68,No,18.36,1324.11,2,1,0,3,49m+,0,Budget Customers
C1000216,Male,0,No,No,22,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,83.34,1833.14,Yes,83.32,1833.48,5,0,1,2,7-24m,2,Budget Customers
C1000217,Male,0,Yes,No,27,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Mailed check,50.36,1342.57,No,49.72,1359.72,2,1,0,1,25-48m,2,Budget Customers
C1000218,Male,0,Yes,Yes,49,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),64.48,3155.76,No,64.4,3159.52,3,1,1,2,49m+,3,Budget Customers
C1000219,Female,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,21.59,232.91,No,25.88,194.31,1,0,0,1,7-24m,0,Budget Customers
C1000220,Male,1,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),26.57,55.47,Yes,13.87,106.28,1,0,0,3,0-6m,0,Budget Customers
C1000221,Male,0,No,No,61,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),78.35,4786.46,No,78.47,4779.35,7,0,1,3,49m+,4,Loyal Premium Customers
C1000222,Female,0,Yes,No,69,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,75.76,5180.0,No,75.07,5227.44,4,1,1,1,49m+,3,Budget Customers
C1000223,Male,0,Yes,Yes,72,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,88.64,6356.93,No,88.29,6382.08,4,1,1,1,49m+,3,Budget Customers
C1000224,Female,0,Yes,No,1,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),66.51,80.1,No,80.1,66.51,4,1,1,3,0-6m,1,High-Risk Customers
C1000225,Male,1,No,Yes,38,No,No phone service,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,59.5,2261.8,No,59.52,2261.0,2,1,1,1,25-48m,2,Budget Customers
C1000226,Female,0,No,No,61,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,No,Electronic check,75.69,4622.37,Yes,75.78,4617.09,3,0,0,2,49m+,3,Budget Customers
C1000227,Female,0,No,No,61,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,52.75,3177.78,Yes,52.09,3217.75,2,0,0,3,49m+,4,Loyal Premium Customers
C1000228,Female,0,No,Yes,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),25.33,694.46,No,26.71,658.58,1,1,0,3,25-48m,0,Budget Customers
C1000229,Male,0,Yes,No,35,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Electronic check,73.72,2556.65,No,73.05,2580.2,5,1,1,1,25-48m,2,Budget Customers
C1000230,Male,0,No,No,10,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Mailed check,81.0,838.78,No,83.88,810.0,4,0,0,1,7-24m,2,Budget Customers
C1000231,Female,0,Yes,No,10,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,58.66,582.73,No,58.27,586.6,4,1,0,3,7-24m,1,High-Risk Customers
C1000232,Male,0,Yes,Yes,27,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,82.92,2266.44,Yes,83.94,2238.84,5,1,1,3,25-48m,1,High-Risk Customers
C1000233,Female,0,No,No,16,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,63.09,1063.63,No,66.48,1009.44,4,0,1,3,7-24m,1,High-Risk Customers
C1000234,Male,0,No,No,71,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Mailed check,75.34,5344.48,No,75.27,5349.14,2,0,0,1,49m+,3,Budget Customers
C1000235,Female,0,Yes,No,5,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Two year,No,Electronic check,78.89,452.35,No,90.47,394.45,1,1,0,1,0-6m,2,Budget Customers
C1000236,Female,1,Yes,No,38,No,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),79.28,3032.69,No,79.81,3012.64,3,1,1,3,25-48m,4,Loyal Premium Customers
C1000237,Male,0,No,No,40,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,84.34,3381.86,No,84.55,3373.6,5,0,0,1,25-48m,3,Budget Customers
C1000238,Male,1,Yes,No,4,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),59.03,200.85,No,50.21,236.12,3,1,1,3,0-6m,1,High-Risk Customers
C1000239,Female,0,No,Yes,32,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,One year,No,Electronic check,62.49,1984.31,No,62.01,1999.68,6,1,0,2,25-48m,2,Budget Customers
C1000240,Male,0,No,Yes,68,Yes,No,DSL,No,No,Yes,No,No,No,One year,No,Credit card (automatic),48.96,3340.59,No,49.13,3329.28,2,1,0,2,49m+,3,Budget Customers
C1000241,Female,0,Yes,No,7,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),56.05,383.68,No,54.81,392.35,2,1,0,3,7-24m,1,High-Risk Customers
