customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C1000181,Male,0,No,Yes,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.89,841.95,No
C1000182,Male,0,No,No,8,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),67.77,546.84,Yes
C1000183,Female,0,Yes,Yes,45,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),53.55,2418.0,No
C1000184,Male,0,Yes,Yes,59,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),80.88,4766.06,No
C1000185,Male,0,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.0,245.54,No
C1000186,Male,0,Yes,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.62,826.0,No
C1000187,Male,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.0,9.25,Yes
C1000188,Male,1,Yes,No,15,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,62.5,946.24,No
C1000189,Male,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.29,139.09,Yes
C1000190,Female,1,Yes,Yes,56,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),57.2,3184.85,No
C1000191,Female,0,No,No,72,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,65.52,4709.5,No
C1000192,Female,1,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,No,Mailed check,75.95,80.32,No
C1000193,Male,0,No,No,51,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,57.18,2930.48,No
C1000194,Female,0,No,No,43,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Electronic check,85.4,3642.44,No
C1000195,Male,0,Yes,No,51,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),65.83,3362.45,No
C1000196,Male,1,No,Yes,36,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,No,Electronic check,67.3,2374.9,No
C1000197,Male,0,Yes,No,72,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,60.36,4350.3,No
C1000198,Male,0,No,Yes,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Mailed check,78.49,163.81,No
C1000199,Female,0,No,No,10,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),60.39,599.54,No
C1000200,Male,1,Yes,Yes,18,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Electronic check,77.16,1381.89,No
C1000201,Female,0,Yes,No,57,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),74.56,4231.36,No
C1000202,Male,0,Yes,No,5,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),54.94,317.84,Yes
C1000203,Female,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,18.0,132.7,No
C1000204,Male,1,No,No,53,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,No,Electronic check,53.59,2892.16,No
C1000205,Male,0,Yes,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.0,532.15,No
C1000206,Female,0,Yes,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,18.0,962.87,No
C1000207,Female,0,Yes,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),21.31,557.06,No
C1000208,Male,1,No,No,6,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),76.68,484.82,Yes
C1000209,Female,1,Yes,Yes,43,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),94.16,4015.05,No
C1000210,Male,0,Yes,No,7,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),61.44,379.11,No
C1000211,Female,0,No,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.0,652.22,No
C1000212,Female,0,Yes,No,64,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,No,Credit card (automatic),54.54,3536.31,No
C1000213,Male,1,No,Yes,13,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.38,944.27,Yes
C1000214,Female,0,No,No,14,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),81.17,1190.1,No
C1000215,Male,0,Yes,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.19,1266.68,No
C1000216,Male,0,No,No,22,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,83.34,1833.14,Yes
C1000217,Male,0,Yes,No,27,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Mailed check,50.36,1342.57,No
C1000218,Male,0,Yes,Yes,49,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),64.48,3155.76,No
C1000219,Female,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,21.59,232.91,No
C1000220,Male,1,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),26.57,55.47,Yes
C1000221,Male,0,No,No,61,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),78.35,4786.46,No
C1000222,Female,0,Yes,No,69,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,75.76,5180.0,No
C1000223,Male,0,Yes,Yes,72,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,88.64,6356.93,No
C1000224,Female,0,Yes,No,1,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),66.51,80.1,No
C1000225,Male,1,No,Yes,38,No,No phone service,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,59.5,2261.8,No
C1000226,Female,0,No,No,61,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,No,Electronic check,75.69,4622.37,Yes
C1000227,Female,0,No,No,61,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,52.75,3177.78,Yes
C1000228,Female,0,No,Yes,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),25.33,694.46,No
C1000229,Male,0,Yes,No,35,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Electronic check,73.72,2556.65,No
C1000230,Male,0,No,No,10,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Mailed check,81.0,838.78,No
C1000231,Female,0,Yes,No,10,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,58.66,582.73,No
C1000232,Male,0,Yes,Yes,27,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,82.92,2266.44,Yes
C1000233,Female,0,No,No,16,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,63.09,1063.63,No
C1000234,Male,0,No,No,71,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Mailed check,75.34,5344.48,No
C1000235,Female,0,Yes,No,5,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Two year,No,Electronic check,78.89,452.35,No
C1000236,Female,1,Yes,No,38,No,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),79.28,3032.69,No
C1000237,Male,0,No,No,40,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,84.34,3381.86,No
C1000238,Male,1,Yes,No,4,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),59.03,200.85,No
C1000239,Female,0,No,Yes,32,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,One year,No,Electronic check,62.49,1984.31,No
C1000240,Male,0,No,Yes,68,Yes,No,DSL,No,No,Yes,No,No,No,One year,No,Credit card (automatic),48.96,3340.59,No
C1000241,Female,0,Yes,No,7,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),56.05,383.68,No
C1000242,Male,0,Yes,No,10,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,60.37,615.63,Yes
C1000243,Female,0,Yes,No,12,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,60.14,731.92,No
C1000244,Female,0,No,Yes,3,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Mailed check,62.7,155.05,Yes
C1000245,Male,0,Yes,Yes,64,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,65.75,4193.02,No
C1000246,Female,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,77.14,271.94,Yes
C1000247,Male,0,Yes,Yes,20,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,77.59,1536.72,No
C1000248,Female,1,No,No,60,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),80.45,4788.93,No
C1000249,Male,1,Yes,No,72,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,67.46,4831.79,Yes
C1000250,Male,0,Yes,Yes,11,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Electronic check,63.31,719.95,No
C1000251,Male,0,No,No,26,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),75.24,1940.78,Yes
C1000252,Male,0,No,No,13,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,66.0,817.31,Yes
C1000253,Male,0,Yes,No,14,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.98,1109.07,Yes
C1000254,Female,0,Yes,Yes,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.03,1379.14,No
C1000255,Male,0,No,No,24,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),80.37,1906.16,No
C1000256,Female,0,Yes,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.28,1126.89,No
C1000257,Male,1,Yes,No,11,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),58.56,654.02,No
C1000258,Male,0,Yes,Yes,20,Yes,No,DSL,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),59.71,1200.01,No
C1000259,Female,0,Yes,Yes,26,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,66.86,1711.15,No
C1000260,Female,1,No,No,42,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),61.72,2557.47,No
C1000261,Male,0,No,No,65,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,50.8,3336.03,No
C1000262,Male,0,No,No,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.74,372.74,No
C1000263,Female,1,No,No,47,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,79.73,3757.35,No
C1000264,Female,1,Yes,No,36,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,18.0,658.83,No
C1000265,Female,0,No,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.94,1236.27,No
C1000266,Male,0,Yes,Yes,24,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Mailed check,77.79,1849.84,No
C1000267,Male,0,Yes,Yes,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.01,749.48,No
C1000268,Female,0,No,Yes,45,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),70.86,3179.72,No
C1000269,Female,0,Yes,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,18.74,593.35,No
C1000270,Male,0,Yes,Yes,55,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),79.01,4393.48,No
C1000271,Male,0,Yes,No,1,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),76.15,95.71,No
C1000272,Male,0,No,No,25,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,86.92,2152.76,No
C1000273,Female,0,Yes,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,21.06,268.28,No
C1000274,Male,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),22.01,209.59,No
C1000275,Male,0,No,Yes,3,Yes,No,DSL,No,Yes,No,No,No,No,Two year,No,Electronic check,58.87,176.76,No
C1000276,Male,0,No,No,25,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Mailed check,59.31,1491.41,No
C1000277,Female,0,Yes,No,15,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Mailed check,51.06,715.79,No
C1000278,Male,0,No,No,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.44,1110.74,No
C1000279,Male,0,Yes,No,36,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,58.65,2101.43,Yes
C1000280,Male,0,No,No,57,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),79.71,4548.14,No
C1000281,Male,0,No,No,64,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),75.84,4812.16,Yes
C1000282,Female,0,Yes,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,22.71,1247.91,No
C1000283,Male,0,No,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),27.1,817.62,No
C1000284,Male,0,No,No,71,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Mailed check,80.24,5732.26,No
C1000285,Female,0,Yes,Yes,28,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),76.78,2158.37,Yes
C1000286,Male,1,Yes,Yes,60,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.22,1530.02,No
C1000287,Female,0,No,No,12,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,One year,No,Credit card (automatic),68.71,819.62,No
C1000288,Female,0,No,No,70,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),87.36,6112.38,No
C1000289,Male,0,No,Yes,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.98,439.05,No
C1000290,Female,0,Yes,No,45,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Electronic check,80.74,3675.21,No
C1000291,Male,0,No,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.22,633.89,No
C1000292,Female,0,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),77.93,1249.87,No
C1000293,Male,0,No,No,24,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Mailed check,69.78,1605.05,No
C1000294,Female,0,No,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),21.66,993.16,No
C1000295,Female,0,Yes,Yes,8,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,89.36,738.52,Yes
C1000296,Female,0,No,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.2,262.59,No
C1000297,Male,1,Yes,Yes,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.1,1274.6,No
C1000298,Male,0,Yes,No,6,Yes,No,DSL,Yes,No,No,Yes,No,No,Two year,No,Credit card (automatic),62.85,386.48,No
C1000299,Male,0,No,No,52,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,59.22,3141.05,No
C1000300,Male,0,Yes,No,21,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Mailed check,79.86,1663.33,No
C1000301,Female,0,Yes,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.9,491.29,No
C1000302,Male,0,Yes,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),23.15,563.8,Yes
C1000303,Female,0,No,No,27,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,65.06,1786.17,Yes
C1000304,Female,0,No,Yes,51,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,77.53,3990.59,Yes
C1000305,Male,0,Yes,No,58,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,No,Electronic check,77.2,4451.91,No
C1000306,Male,1,Yes,No,26,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),102.39,2652.69,Yes
C1000307,Female,0,No,No,12,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,80.73,1007.84,No
C1000308,Male,0,Yes,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,18.0,6.75,No
C1000309,Male,0,No,No,52,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,84.91,4371.3,No
C1000310,Female,0,No,No,66,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),60.81,4046.5,Yes
C1000311,Female,0,Yes,No,2,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.21,149.29,No
C1000312,Male,0,No,Yes,43,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),74.9,3188.15,No
C1000313,Male,0,Yes,No,15,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,No,Mailed check,77.61,1185.06,No
C1000314,Male,0,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,29.64,513.8,No
C1000315,Female,0,Yes,No,60,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,97.24,5837.89,No
C1000316,Female,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.12,320.7,Yes
C1000317,Female,0,No,No,22,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,78.84,1685.86,Yes
C1000318,Female,0,No,No,9,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),89.5,765.69,No
C1000319,Female,0,No,No,65,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,86.74,5574.68,No
C1000320,Male,0,Yes,No,66,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,76.35,5012.61,No
C1000321,Male,0,No,No,66,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,72.9,4787.69,Yes
C1000322,Female,1,No,No,16,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,49.12,760.79,No
C1000323,Female,0,Yes,No,13,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),75.09,968.19,Yes
C1000324,Female,0,Yes,Yes,68,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),57.41,3901.96,Yes
C1000325,Male,0,Yes,No,44,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Two year,No,Mailed check,74.16,3230.06,No
